region	tik	Число избирателей, включенных в список избирателей	Число избирательных бюллетеней, полученных участковой избирательной комиссией	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	Число погашенных избирательных бюллетеней	Число избирательных бюллетеней в переносных ящиках для голосования	Число бюллетеней в стационарных ящиках для голосования	Число недействительных избирательных бюллетеней	Число действительных избирательных бюллетеней	Число утраченных избирательных бюллетеней	Число избирательных бюллетеней, не учтенных при получении	Даванков Владислав Андреевич	Даванков Владислав Андреевич (%)	Путин Владимир Владимирович	Путин Владимир Владимирович (%)	Слуцкий Леонид Эдуардович	Слуцкий Леонид Эдуардович (%)	Харитонов Николай Михайлович	Харитонов Николай Михайлович (%)
Брянская область	Клинцовская	12036	12298	0	7970	2567	1761	2567	7970	45	10492	0	0	140	1.33	9449	89.67	340	3.23	563	5.34
Брянская область	Клинцовская городская	50399	50700	0	36168	6794	7738	6794	36168	119	42843	0	0	465	1.08	38881	90.50	1640	3.82	1857	4.32
Брянская область	Комаричская	11445	12270	0	8431	2321	1518	2321	8431	91	10661	0	0	157	1.46	9947	92.51	173	1.61	384	3.57
Брянская область	Красногорская	9052	9372	0	7698	856	818	856	7698	9	8545	0	0	43	0.50	8216	96.05	101	1.18	185	2.16
Брянская область	Мглинская	11718	12299	0	6200	4729	1370	4729	6200	70	10859	0	0	116	1.06	10220	93.51	205	1.88	318	2.91
Брянская область	Навлинская	19808	20200	0	11083	6222	2895	6222	11007	140	17089	0	0	257	1.49	15164	88.01	710	4.12	958	5.56
Брянская область	Новозыбковская городская	37725	37100	0	23356	5115	8629	5115	23355	464	28006	0	0	858	3.01	25356	89.06	605	2.13	1187	4.17
Брянская область	Погарская	22612	23825	3637	13681	2791	3716	6428	13681	181	19928	0	0	314	1.56	18463	91.81	559	2.78	592	2.94
Брянская область	Почепская	26203	25550	0	16237	5788	3525	5788	16237	259	21766	0	0	443	2.01	19597	88.98	512	2.32	1214	5.51
Брянская область	Рогнединская	4469	4591	0	3468	582	541	582	3468	14	4036	0	0	40	0.99	3660	90.37	93	2.30	243	6.00
Брянская область	Севская	11731	12193	1568	8308	1062	1255	2630	8308	77	10861	0	0	170	1.55	10157	92.86	195	1.78	339	3.10
Брянская область	Сельцовская городская	12706	12400	0	8248	1340	2812	1340	8248	157	9431	0	0	350	3.65	8292	86.48	291	3.04	498	5.19
Брянская область	Стародубская	27319	27280	2066	19490	4262	1462	6328	19489	115	25702	0	0	266	1.03	24630	95.40	294	1.14	512	1.98
Брянская область	Суземская	13797	13804	8913	3922	572	397	9485	3922	52	13355	0	0	112	0.84	12822	95.64	207	1.54	214	1.60
Брянская область	Суражская	16520	15602	0	8754	5725	1123	5724	8754	102	14376	0	0	198	1.37	13288	91.78	325	2.24	565	3.90
Брянская область	Трубчевская	25036	25090	5917	15260	2196	1717	8113	15260	143	23230	0	0	371	1.59	21615	92.48	434	1.86	810	3.47
Брянская область	Унечская	28283	28645	0	17668	7215	3762	7215	17667	236	24646	0	0	513	2.06	22149	89.02	701	2.82	1283	5.16
Владимирская область	Александровская	78771	84800	0	40258	5613	38929	5613	40251	959	44905	0	0	2057	4.48	39117	85.29	1466	3.20	2265	4.94
Владимирская область	Владимир, Ленинская	92347	97000	0	57062	3787	36151	3787	57055	1401	59441	0	0	3887	6.39	50722	83.37	2057	3.38	2775	4.56
Владимирская область	Владимир, Октябрьская	72673	81671	0	47229	2452	31990	2452	47177	1097	48532	0	0	3098	6.24	41779	84.18	1520	3.06	2135	4.30
Владимирская область	Владимир, Фрунзенская	72622	74900	0	44257	2850	27793	2850	44214	1049	46015	0	0	2710	5.76	39518	83.97	1600	3.40	2187	4.65
Владимирская область	Вязниковская	51902	54400	0	27435	12052	14913	12052	27435	349	39138	0	0	808	2.05	35951	91.05	930	2.36	1449	3.67
Владимирская область	Гороховецкая	13185	15400	0	7164	4035	4201	4035	7164	177	11022	0	0	320	2.86	9732	86.90	413	3.69	557	4.97
Владимирская область	Гусь-Хрустальная	28954	29400	0	13260	7376	8764	7375	13259	365	20269	0	0	633	3.07	17988	87.18	765	3.71	883	4.28
Владимирская область	Гусь-Хрустальная городская	43636	40800	0	18909	3276	18615	3276	18909	491	21694	0	0	1045	4.71	18863	85.03	751	3.39	1035	4.67
Владимирская область	Камешковская	20614	22450	0	10311	6469	5670	6469	10311	342	16438	0	0	606	3.61	14312	85.29	738	4.40	782	4.66
Владимирская область	Киржачская	29239	31780	0	13287	2870	15623	2870	13287	375	15782	0	0	782	4.84	13553	83.88	586	3.63	861	5.33
Владимирская область	Ковровская	20405	19230	0	12703	4611	1916	4611	12703	277	17037	0	0	541	3.12	15225	87.93	582	3.36	689	3.98
Владимирская область	Ковровская городская	93665	96900	0	45865	2773	48262	2773	45846	1412	47207	0	0	3142	6.46	38978	80.17	2328	4.79	2759	5.67
Владимирская область	Кольчугинская	38269	41460	0	17775	6451	17234	6451	17772	603	23620	0	0	1240	5.12	19687	81.27	973	4.02	1720	7.10
Владимирская область	Меленковская	21890	20620	0	9516	9011	2093	9011	9515	339	18187	0	0	767	4.14	15589	84.15	855	4.62	976	5.27
Владимирская область	Муром округ	80114	92200	0	69133	2577	20490	2577	69101	784	70894	0	0	2320	3.24	61560	85.88	2877	4.01	4137	5.77
Владимирская область	Муромская	11732	12500	0	5241	2901	4358	2901	5241	178	7964	0	0	360	4.42	6779	83.26	342	4.20	483	5.93
Владимирская область	Петушинская	43058	45850	0	24597	3569	17684	3569	24594	613	27550	0	0	1269	4.51	24224	86.01	962	3.42	1095	3.89
Владимирская область	Радужная городская	11582	10500	0	6477	316	3707	316	6477	143	6650	0	0	444	6.54	5468	80.49	254	3.74	484	7.12
Владимирская область	Селивановская	12225	13500	0	5431	1695	6374	1695	5431	156	6970	0	0	348	4.88	5884	82.57	343	4.81	395	5.54
Владимирская область	Собинская	39147	42110	0	16979	4009	21122	4009	16977	521	20465	0	0	917	4.37	17760	84.63	768	3.66	1020	4.86
Владимирская область	Судогодская	26969	28950	0	12450	5271	11229	5271	12450	363	17358	0	0	672	3.79	14518	81.93	929	5.24	1239	6.99
Владимирская область	Суздальская	32091	34200	0	14983	3455	15762	3455	14981	412	18024	0	0	904	4.90	15560	84.40	647	3.51	913	4.95
Владимирская область	Юрьев-Польская	22118	23460	0	10832	3889	8739	3889	10832	309	14412	0	0	588	3.99	12199	82.87	624	4.24	1001	6.80
Волгоградская область	Алексеевская	11067	10641	0	6919	2474	1248	2474	6919	69	9324	0	0	127	1.35	8389	89.31	259	2.76	549	5.84
Волгоградская область	Быковская	17737	16770	0	11081	3012	2677	3012	11081	141	13952	0	0	141	1.00	12682	89.99	594	4.21	535	3.80
Волгоградская область	Волгоград, Ворошиловская	55352	53190	0	45178	1711	6301	1711	45178	194	46695	0	0	486	1.04	40602	86.59	2018	4.30	3589	7.65
Волгоградская область	Волгоград, Дзержинская	136429	129411	0	115869	6016	7521	6016	115867	376	121507	5	0	726	0.60	108066	88.66	4684	3.84	8031	6.59
Волгоградская область	Волгоград, Кировская	71140	65600	0	55122	2823	7655	2823	55015	200	57638	0	0	310	0.54	51057	88.28	2324	4.02	3947	6.82
Волгоградская область	Волгоград, Красноармейская	112293	107584	0	83329	6416	17836	6416	83326	197	89545	3	0	446	0.50	78617	87.60	2766	3.08	7716	8.60
Волгоградская область	Волгоград, Краснооктябрьская	109084	106700	0	76133	11885	18682	11885	76129	287	87727	0	0	736	0.84	76822	87.28	3747	4.26	6422	7.30
Волгоградская область	Волгоград, Советская	90596	83300	0	68794	2953	11552	2953	68794	206	71541	1	0	330	0.46	62550	87.18	2950	4.11	5711	7.96
Волгоградская область	Волгоград, Тракторозаводская	93002	91000	0	73245	4658	13097	4658	73245	213	77690	0	0	447	0.57	68329	87.71	3451	4.43	5463	7.01
Волгоградская область	Волгоград, Центральная	53880	48900	0	41709	1762	5429	1761	41709	211	43259	0	0	502	1.15	37299	85.80	2034	4.68	3424	7.88
Волгоградская область	Волжская городская 	209419	203005	0	147335	19514	36156	19514	147331	1092	165753	0	0	1301	0.78	144615	86.68	5768	3.46	14069	8.43
Волгоградская область	Городищенская	50150	48880	0	36363	3827	8690	3827	36363	361	39829	0	0	1014	2.52	34955	86.97	1234	3.07	2626	6.53
Волгоградская область	Даниловская	10378	10790	0	7490	1167	2133	1167	7490	219	8438	0	0	179	2.07	7450	86.06	302	3.49	507	5.86
Волгоградская область	Дубовская	19722	19501	0	11219	5060	3222	5060	11219	186	16093	0	0	390	2.40	14681	90.18	428	2.63	594	3.65
Волгоградская область	Еланская	20641	20837	0	12852	3970	4015	3970	12852	85	16737	0	0	147	0.87	15109	89.82	437	2.60	1044	6.21
Волгоградская область	Жирновская	27870	25974	0	19760	3923	2291	3923	19760	140	23543	0	0	176	0.74	21486	90.72	777	3.28	1104	4.66
Волгоградская область	Иловлинская	21563	21070	0	13690	4780	2600	4780	13690	59	18411	0	0	202	1.09	16449	89.06	917	4.96	843	4.56
Волгоградская область	Калачевская	41154	40360	0	28262	5076	7022	5076	28262	501	32837	0	0	918	2.75	29621	88.85	968	2.90	1330	3.99
Волгоградская область	Камышинская	26928	26825	0	16188	5193	5444	5193	16188	98	21283	0	0	606	2.83	18755	87.72	750	3.51	1172	5.48
Волгоградская область	Камышинская городская	73740	74051	0	54493	6112	13446	6112	54488	194	60406	0	0	357	0.59	53967	89.05	1829	3.02	4253	7.02
Волгоградская область	Киквидзенская	10703	10985	0	6766	2355	1864	2355	6766	36	9085	0	0	94	1.03	8064	88.41	353	3.87	574	6.29
Волгоградская область	Клетская	11454	10740	0	6998	2305	1437	2305	6998	21	9282	0	0	157	1.69	8279	88.99	375	4.03	471	5.06
Волгоградская область	Котельниковская	23897	23100	0	17134	2203	3763	2203	17134	120	19217	0	0	497	2.57	16872	87.25	770	3.98	1078	5.57
Волгоградская область	Котовская	23209	21880	0	16552	2701	2627	2701	16552	171	19082	0	0	678	3.52	16154	83.90	978	5.08	1272	6.61
Волгоградская область	Кумылженская	12936	13100	0	7669	2731	2700	2731	7669	94	10306	0	0	225	2.16	9085	87.36	445	4.28	551	5.30
Волгоградская область	Ленинская	21097	19520	0	11533	4893	3093	4893	11532	76	16349	1	0	126	0.77	14700	89.50	705	4.29	818	4.98
Волгоградская область	Михайловская	16131	15870	0	10392	2750	2728	2750	10392	173	12969	0	0	359	2.73	11156	84.89	762	5.80	692	5.27
Волгоградская область	Михайловская городская	40455	36750	0	28831	2718	5201	2718	28831	151	31398	0	0	899	2.85	27331	86.63	1285	4.07	1883	5.97
Волгоградская область	Нехаевская	9913	9800	0	7056	1436	1308	1436	7056	53	8439	0	0	141	1.66	7446	87.68	423	4.98	429	5.05
Волгоградская область	Николаевская	21043	20800	0	14618	3369	2813	3369	14618	100	17887	0	0	175	0.97	16201	90.07	724	4.03	787	4.38
Волгоградская область	Новоаннинская	24621	25250	0	14045	5782	5423	5782	14045	118	19709	0	0	178	0.90	17705	89.30	664	3.35	1162	5.86
Волгоградская область	Новониколаевская	15296	15340	0	10720	1645	2975	1645	10719	51	12313	0	0	203	1.64	11022	89.15	535	4.33	553	4.47
Волгоградская область	Октябрьская	15054	15014	0	9021	3294	2699	3294	9021	40	12275	0	0	151	1.23	10728	87.11	500	4.06	896	7.28
Волгоградская область	Ольховская	11489	11344	0	7040	2193	2111	2193	7040	38	9195	0	0	150	1.62	8364	90.59	263	2.85	418	4.53
Волгоградская область	Палласовская	27294	26754	0	17478	4136	5140	4136	17478	145	21469	0	0	175	0.81	19230	88.97	766	3.54	1298	6.01
Волгоградская область	Руднянская	10828	10970	0	7189	1578	2203	1578	7189	43	8724	0	0	142	1.62	7735	88.23	309	3.52	538	6.14
Волгоградская область	Светлоярская	28555	28650	0	19216	4010	5424	4010	19216	74	23152	0	0	379	1.63	20815	89.62	674	2.90	1284	5.53
Волгоградская область	Серафимовичская	15450	15818	0	11121	1449	3248	1449	11115	71	12493	0	0	157	1.25	11172	88.92	361	2.87	803	6.39
Волгоградская область	Среднеахтубинская	43981	42352	0	26695	9095	6562	9095	26695	360	35430	0	0	585	1.63	32205	89.98	1118	3.12	1522	4.25
Волгоградская область	Старополтавская	13458	12959	0	8489	2282	2188	2282	8478	54	10706	0	0	158	1.47	9521	88.49	369	3.43	658	6.12
Волгоградская область	Суровикинская	23068	22000	0	12868	4756	4376	4756	12868	79	17545	0	0	350	1.99	15559	88.28	654	3.71	982	5.57
Волгоградская область	Урюпинская	17469	17850	0	11161	3642	3047	3642	11161	123	14680	0	0	230	1.55	13339	90.11	478	3.23	633	4.28
Волгоградская область	Урюпинская городская	27341	27650	0	17758	5739	4153	5737	17758	85	23410	0	0	335	1.43	20987	89.33	816	3.47	1272	5.41
Волгоградская область	Фроловская	9880	9844	0	6614	1403	1827	1403	6614	39	7978	0	0	50	0.62	7090	88.44	289	3.60	549	6.85
Волгоградская область	Фроловская городская	26389	24350	0	17379	4218	2753	4218	17379	50	21547	0	0	114	0.53	19672	91.09	583	2.70	1178	5.45
Волгоградская область	Чернышковская	11231	10815	0	6334	3074	1407	3074	6334	56	9352	0	0	103	1.09	8490	90.24	284	3.02	475	5.05
