region	tik	Число избирателей, включенных в список избирателей	Число избирательных бюллетеней, полученных участковой избирательной комиссией	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	Число погашенных избирательных бюллетеней	Число избирательных бюллетеней в переносных ящиках для голосования	Число бюллетеней в стационарных ящиках для голосования	Число недействительных избирательных бюллетеней	Число действительных избирательных бюллетеней	Число утраченных избирательных бюллетеней	Число избирательных бюллетеней, не учтенных при получении	Даванков Владислав Андреевич	Даванков Владислав Андреевич (%)	Путин Владимир Владимирович	Путин Владимир Владимирович (%)	Слуцкий Леонид Эдуардович	Слуцкий Леонид Эдуардович (%)	Харитонов Николай Михайлович	Харитонов Николай Михайлович (%)
Ханты-Мансийский автономный округ - Югра	Покачевская городская	10461	11000	0	8805	163	2032	163	8805	63	8905	0	0	171	1.91	7777	86.72	415	4.63	542	6.04
Ханты-Мансийский автономный округ - Югра	Пыть-Яхская городская	24993	23790	0	21066	536	2188	536	21063	222	21377	0	0	515	2.38	18858	87.31	891	4.13	1113	5.15
Ханты-Мансийский автономный округ - Югра	Радужнинская городская	25603	27000	0	21253	485	5262	485	21243	157	21571	0	0	534	2.46	18206	83.79	1274	5.86	1557	7.17
Ханты-Мансийский автономный округ - Югра	Советская	35909	34600	2179	22642	1538	8241	3717	22591	685	25623	0	0	1244	4.73	22191	84.35	976	3.71	1212	4.61
Ханты-Мансийский автономный округ - Югра	Сургутская	95076	97350	14915	70050	1345	11040	16260	70043	360	85943	0	0	1634	1.89	75822	87.86	3578	4.15	4909	5.69
Ханты-Мансийский автономный округ - Югра	Сургутская городская	291144	270550	0	242502	3448	24600	3448	242433	952	244929	0	0	5590	2.27	210787	85.73	12540	5.10	16012	6.51
Ханты-Мансийский автономный округ - Югра	Урайская городская	24939	25500	0	20482	804	4214	804	20482	220	21066	0	0	411	1.93	18307	86.00	1065	5.00	1283	6.03
Ханты-Мансийский автономный округ - Югра	Ханты-Мансийская	16264	16576	4767	7671	799	3339	5563	7670	543	12690	0	0	465	3.51	11246	84.98	490	3.70	489	3.70
Ханты-Мансийский автономный округ - Югра	Ханты-Мансийская городская	55920	53610	0	48822	3019	1769	3019	48791	495	51315	0	0	1022	1.97	47219	91.14	1414	2.73	1660	3.20
Ханты-Мансийский автономный округ - Югра	Югорская городская	24724	25405	0	20661	645	4099	645	20651	405	20891	0	0	888	4.17	18021	84.62	883	4.15	1099	5.16
Херсонская область	Алешкинская территориальная избирательная комиссия	40621	39400	0	9827	23105	6468	23105	9781	89	32797	0	0	453	1.38	28293	86.03	1962	5.97	2089	6.35
Херсонская область	Великолепетихская территориальная избирательная комиссия	14557	14210	0	3965	8066	2179	8066	3951	55	11962	0	0	218	1.81	10308	85.78	772	6.42	664	5.53
Херсонская область	Верхнерогачикская территориальная избирательная комиссия	9244	8980	0	2289	5435	1256	5435	2279	20	7694	0	0	73	0.95	6662	86.36	465	6.03	494	6.40
Херсонская область	Геническая территориальная избирательная комиссия	70685	67300	0	21020	39561	6719	39561	20978	196	60343	0	0	1288	2.13	55197	91.18	2278	3.76	1580	2.61
Херсонская область	Голопристанская территориальная избирательная комиссия	36555	35470	0	10314	20060	5096	20060	10270	118	30212	0	0	739	2.44	25868	85.29	1764	5.82	1841	6.07
Херсонская область	Горностаевская территориальная избирательная комиссия	14004	13550	0	3737	7778	2035	7778	3725	40	11463	0	0	217	1.89	9841	85.55	693	6.02	712	6.19
Херсонская область	Ивановская территориальная избирательная комиссия	9934	9450	0	2810	5553	1087	5553	2806	37	8322	0	0	136	1.63	7389	88.40	507	6.07	290	3.47
Херсонская область	Каланчакская территориальная избирательная комиссия	25353	24150	0	7253	14247	2650	14247	7235	86	21396	0	0	338	1.57	19412	90.36	1161	5.40	485	2.26
Херсонская область	Каховская территориальная избирательная комиссия	49942	47700	0	12330	29463	5907	29463	12282	146	41599	0	0	1118	2.68	36181	86.67	1738	4.16	2562	6.14
Херсонская область	Нижнесерогозская территориальная избирательная комиссия	11461	10910	0	3013	6604	1293	6604	3003	33	9574	0	0	140	1.46	8353	86.95	570	5.93	511	5.32
Херсонская область	Новокаховская территориальная избирательная комиссия	54353	52180	0	14725	29551	7904	29551	14680	194	44037	0	0	1163	2.63	37617	85.05	2723	6.16	2534	5.73
Херсонская область	Новотроицкая территориальная избирательная комиссия	40548	38720	0	11477	22978	4265	22978	11433	141	34270	0	0	695	2.02	30877	89.73	596	1.73	2102	6.11
Херсонская область	Скадовская территориальная избирательная комиссия	64665	61630	0	18892	36333	6405	36333	18852	160	55025	0	0	1155	2.09	50166	90.91	1652	2.99	2052	3.72
Херсонская область	Чаплынская территориальная избирательная комиссия	40657	39410	0	11128	23210	5072	23210	11107	137	34180	0	0	491	1.43	30144	87.84	1724	5.02	1821	5.31
Челябинская область	Агаповская	21869	23890	0	12698	4502	6690	4502	12698	427	16773	0	0	607	3.53	14670	85.29	665	3.87	831	4.83
Челябинская область	Аргаяшская	29309	30780	0	16850	5012	8918	5012	16850	397	21465	0	0	823	3.76	18508	84.66	549	2.51	1585	7.25
Челябинская область	Ашинская городская	41105	42610	0	23230	8810	10570	8810	23230	726	31314	0	0	1226	3.83	27087	84.54	1200	3.75	1801	5.62
Челябинская область	Брединская	15565	15990	0	8335	3646	4009	3646	8335	208	11773	0	0	308	2.57	10423	86.99	339	2.83	703	5.87
Челябинская область	Варненская	17227	17695	0	10433	2577	4685	2577	10433	245	12765	0	0	443	3.41	11271	86.63	353	2.71	698	5.37
Челябинская область	Верхнеуральская	22373	22510	0	14224	3651	4635	3651	14224	426	17449	0	0	708	3.96	15066	84.29	698	3.90	977	5.47
Челябинская область	Верхнеуфалейская городская	22191	22330	0	11822	3230	7278	3228	11821	381	14668	0	0	613	4.07	12679	84.25	581	3.86	795	5.28
Челябинская область	Еманжелинская городская	31949	32100	0	16904	7181	8015	7181	16904	534	23551	0	0	894	3.71	20506	85.14	810	3.36	1341	5.57
Челябинская область	Еткульская	18913	19930	0	12055	2465	5410	2465	12055	274	14246	0	0	441	3.04	12795	88.12	381	2.62	629	4.33
Челябинская область	Златоустовская городская	106428	97064	0	56576	5536	34952	5535	56573	1630	60478	0	0	3397	5.47	50837	81.85	2493	4.01	3751	6.04
Челябинская область	Карабашская городская	8547	8100	0	4813	1506	1781	1506	4813	218	6101	0	0	266	4.21	5217	82.56	303	4.80	315	4.98
Челябинская область	Карталинская	28427	30780	0	14807	5966	10007	5966	14807	413	20360	0	0	536	2.58	17792	85.65	708	3.41	1324	6.37
Челябинская область	Каслинская	20631	18977	0	10669	5294	3014	5294	10669	327	15636	0	0	636	3.98	13728	85.99	514	3.22	758	4.75
Челябинская область	Катав-Ивановская	21003	21365	0	12512	3382	5471	3382	12512	404	15490	0	0	690	4.34	13262	83.44	679	4.27	859	5.40
Челябинская область	Кизильская	14353	15950	0	10708	2798	2444	2798	10708	91	13415	0	0	226	1.67	12267	90.83	323	2.39	599	4.44
Челябинская область	Копейская городская	98159	103482	0	54087	16722	32672	16722	54087	1438	69371	1	0	3271	4.62	60517	85.47	2495	3.52	3088	4.36
Челябинская область	Коркинская городская	41525	43300	0	27785	9048	6467	9048	27785	665	36168	0	0	1118	3.04	32739	88.88	985	2.67	1326	3.60
Челябинская область	Красноармейская	28602	25820	0	16696	4698	4426	4698	16694	472	20920	0	0	835	3.90	18490	86.43	704	3.29	891	4.17
Челябинская область	Кунашакская	17760	19760	0	11594	4258	3908	4258	11594	249	15603	0	0	386	2.44	14033	88.53	252	1.59	932	5.88
Челябинская область	Кусинская	18486	18400	0	9056	4681	4663	4681	9056	264	13473	0	0	627	4.56	11506	83.76	592	4.31	748	5.45
Челябинская область	Кыштымская городская	25231	27940	0	14997	3558	9385	3558	14997	407	18148	0	0	892	4.81	15488	83.47	822	4.43	946	5.10
Челябинская область	Локомотивная поселковая	3184	3600	0	1669	1021	910	1021	1669	42	2648	0	0	68	2.53	2366	87.96	93	3.46	121	4.50
Челябинская область	Магнитогорск, Ленинская	59472	63684	0	35147	9992	18545	9992	35144	1466	43670	0	0	3237	7.17	35948	79.64	2256	4.99	2229	4.94
Челябинская область	Магнитогорск, Орджоникидзевская	130192	141050	0	74720	21650	44680	21647	74717	2532	93832	0	0	4858	5.04	78661	81.63	4049	4.20	6264	6.50
Челябинская область	Магнитогорск, Правобережная	71929	76080	0	41352	13515	21213	13515	41333	1421	53427	0	0	3754	6.84	44407	80.96	2726	4.97	2540	4.63
Челябинская область	Миасская городская	120479	124800	0	73839	7589	43371	7588	73834	2396	79026	1	0	4375	5.37	66364	81.51	3492	4.29	4795	5.89
Челябинская область	Нагайбакская	13282	15000	0	8647	3154	3199	3154	8647	114	11687	0	0	292	2.47	10354	87.74	344	2.92	697	5.91
Челябинская область	Нязепетровская	12163	12600	0	5833	2536	4231	2536	5831	184	8183	0	0	357	4.27	6883	82.26	385	4.60	558	6.67
Челябинская область	Озерская городская	62994	63671	0	39552	2794	21325	2794	39546	1315	41025	0	0	2690	6.35	34382	81.20	1998	4.72	1955	4.62
Челябинская область	Октябрьская	12480	12500	0	7558	3321	1621	3321	7557	165	10713	0	0	271	2.49	9665	88.85	272	2.50	505	4.64
Челябинская область	Пластовская	17294	17190	0	9975	3766	3449	3766	9975	316	13425	0	0	506	3.68	11729	85.36	481	3.50	709	5.16
Челябинская область	Саткинская	51221	52340	0	30517	13800	8023	13800	30517	493	43824	0	0	955	2.15	38786	87.52	1282	2.89	2801	6.32
Челябинская область	Снежинская городская	36312	41100	0	23922	1139	16039	1139	23916	772	24283	0	0	1714	6.84	20531	81.94	860	3.43	1178	4.70
Челябинская область	Сосновская	69540	68570	0	48311	10034	10225	10034	48299	1280	57053	0	0	1744	2.99	51609	88.47	1528	2.62	2172	3.72
Челябинская область	Трехгорная городская	23116	22450	0	15572	735	6143	735	15572	438	15869	0	0	1010	6.19	13285	81.47	734	4.50	840	5.15
Челябинская область	Троицкая	18052	17907	0	9234	5237	3436	5237	9233	255	14215	0	0	347	2.40	12795	88.42	406	2.81	667	4.61
Челябинская область	Троицкая городская	44108	47218	0	31504	7827	7887	7827	31501	494	38834	0	0	967	2.46	35226	89.57	859	2.18	1782	4.53
Челябинская область	Увельская	20422	21085	0	13041	4531	3513	4531	13041	255	17317	0	0	533	3.03	15561	88.56	539	3.07	684	3.89
Челябинская область	Уйская	14838	16380	0	9128	2948	4304	2948	9128	256	11820	0	0	356	2.95	10355	85.75	330	2.73	779	6.45
Челябинская область	Усть-Катавская городская	16843	16765	0	9603	3509	3653	3509	9603	417	12695	0	0	617	4.71	10618	80.98	662	5.05	798	6.09
Челябинская область	Чебаркульская	19329	19660	0	10910	5101	3649	5101	10910	102	15909	0	0	454	2.84	14436	90.16	465	2.90	554	3.46
Челябинская область	Чебаркульская городская	27815	28325	0	14754	5509	8062	5509	14754	434	19829	0	0	838	4.14	17419	85.96	783	3.86	789	3.89
Челябинская область	Челябинск, Калининская	148803	141550	0	97050	19621	24879	19619	97044	2375	114288	0	0	6840	5.86	93364	80.03	3606	3.09	10478	8.98
Челябинская область	Челябинск, Курчатовская	155910	166950	0	97492	23876	45582	23876	97384	2193	119067	0	0	6369	5.25	100554	82.92	3957	3.26	8187	6.75
Челябинская область	Челябинск, Ленинская	123360	118630	0	74420	35855	8355	35855	74418	1218	109055	0	0	4068	3.69	95577	86.67	2596	2.35	6814	6.18
Челябинская область	Челябинск, Металлургическая	87228	81250	0	46475	25861	8914	25861	46473	1408	70926	0	0	3052	4.22	61080	84.44	2352	3.25	4442	6.14
Челябинская область	Челябинск, Советская	97046	97150	0	55811	29228	12110	29228	55804	1300	83732	1	0	3671	4.32	73074	85.94	1919	2.26	5068	5.96
Челябинская область	Челябинск, Тракторозаводская	117486	115400	0	70463	26411	18526	26408	70456	2270	94594	0	0	4800	4.96	81575	84.22	3284	3.39	4935	5.09
Челябинская область	Челябинск, Центральная	71532	69136	0	44304	8032	16800	8032	44289	1473	50848	0	0	5217	9.97	39058	74.65	2090	3.99	4483	8.57
Челябинская область	Чесменская	11689	13005	0	7042	2406	3557	2406	7042	187	9261	0	0	303	3.21	8109	85.83	306	3.24	543	5.75
Челябинская область	Южноуральская городская	25113	26700	0	17577	4452	4671	4452	17573	371	21654	0	0	653	2.96	19541	88.72	600	2.72	860	3.90
Чеченская Республика	Аргунская городская	33105	32993	0	29815	2581	597	2581	29815	5	32391	0	0	40	0.12	32154	99.25	120	0.37	77	0.24
Чеченская Республика	Ачхой-Мартановская	49376	49100	0	44108	3592	1400	3592	44108	29	47671	0	0	41	0.09	47374	99.32	144	0.30	112	0.23
Чеченская Республика	Веденская	20567	20650	0	18600	1287	763	1287	18600	12	19875	0	0	28	0.14	19711	99.11	92	0.46	44	0.22
Чеченская Республика	Грозненская	45403	45400	0	40099	3971	1330	3971	40099	51	44019	0	0	29	0.07	43600	98.93	296	0.67	94	0.21
Чеченская Республика	Грозный, Ахматовская	62802	62497	0	56248	4708	1541	4708	56248	61	60895	0	0	110	0.18	60286	98.90	271	0.44	228	0.37
Чеченская Республика	Грозный, Байсангуровская	48002	47797	0	42928	3494	1375	3494	42928	61	46361	0	0	90	0.19	45772	98.60	321	0.69	178	0.38
Чеченская Республика	Грозный, Висаитовская	47382	47244	0	41475	4503	1266	4503	41475	59	45919	0	0	45	0.10	45434	98.82	315	0.69	125	0.27
Чеченская Республика	Грозный, Шейх-Мансуровская	35927	35746	0	31820	3031	895	3031	31820	6	34845	0	0	4	0.01	34801	99.86	17	0.05	23	0.07
Чеченская Республика	Гудермесская	94229	93587	0	85519	6141	1927	6141	85519	36	91624	0	0	179	0.20	90691	98.94	474	0.52	280	0.31
Чеченская Республика	Итум-Калинская	4456	4450	0	3860	404	186	404	3860	4	4260	0	0	12	0.28	4198	98.45	27	0.63	23	0.54
Чеченская Республика	Курчалоевская	56885	56750	0	52018	3724	1008	3724	52018	20	55722	0	0	65	0.12	55414	99.41	147	0.26	96	0.17
Чеченская Республика	Надтеречная	39476	39450	0	35534	2653	1263	2653	35534	22	38165	0	0	49	0.13	37911	99.28	118	0.31	87	0.23
Чеченская Республика	Наурская	32772	32600	0	28701	2937	962	2937	28701	22	31616	0	0	34	0.11	31366	99.14	127	0.40	89	0.28
Чеченская Республика	Ножай-Юртовская	34312	34300	0	30544	2574	1182	2574	30544	28	33090	0	0	47	0.14	32751	98.89	177	0.53	115	0.35
Чеченская Республика	Серноводская	13632	13600	0	11634	1161	805	1161	11634	13	12782	0	0	11	0.09	12696	99.23	40	0.31	35	0.27
Чеченская Республика	Урус-Мартановская	86579	85900	0	77298	7480	1122	7480	77298	62	84716	0	0	78	0.09	84116	99.22	374	0.44	148	0.17
Чеченская Республика	Шалинская	62435	62090	0	55996	4760	1334	4760	55996	57	60699	0	0	172	0.28	59926	98.63	362	0.60	239	0.39
Чеченская Республика	Шаройская	1709	1700	0	1497	108	95	108	1497	3	1602	0	0	9	0.56	1545	96.26	28	1.74	20	1.25
Чеченская Республика	Шатойская	12591	12600	0	11257	801	542	801	11257	20	12038	0	0	45	0.37	11751	97.45	153	1.27	89	0.74
Чеченская Республика	Шелковская	35229	35350	0	30259	3703	1388	3703	30259	42	33920	0	0	66	0.19	33343	98.18	351	1.03	160	0.47
Чувашская Республика - Чувашия	Алатырская	7458	11430	0	4052	2993	4385	2993	4052	49	6996	0	0	91	1.29	6616	93.91	74	1.05	215	3.05
Чувашская Республика - Чувашия	Алатырская городская	20377	21460	0	8806	2424	10230	2423	8805	249	10979	0	0	438	3.90	9383	83.57	290	2.58	868	7.73
Чувашская Республика - Чувашия	Аликовская	7800	10030	0	4146	2429	3455	2429	4146	120	6455	0	0	163	2.48	5525	84.03	162	2.46	605	9.20
Чувашская Республика - Чувашия	Батыревская	17188	26500	0	12666	4354	9480	4354	12666	100	16920	0	0	152	0.89	16034	94.21	118	0.69	616	3.62
Чувашская Республика - Чувашия	Вурнарская	14121	19229	0	8068	3782	7379	3782	8068	266	11584	0	0	424	3.58	10001	84.40	380	3.21	779	6.57
Чувашская Республика - Чувашия	Ибресинская	10662	15450	0	6750	2289	6411	2289	6750	218	8821	0	0	239	2.64	7600	84.08	270	2.99	712	7.88
Чувашская Республика - Чувашия	Канашская	17127	24487	0	10880	4577	9030	4577	10880	268	15189	0	0	407	2.63	13496	87.31	370	2.39	916	5.93
Чувашская Республика - Чувашия	Канашская городская	25183	28450	0	11458	5162	11830	5162	11458	335	16285	0	0	702	4.22	13964	84.02	488	2.94	1131	6.81
Чувашская Республика - Чувашия	Козловская	9466	11500	0	5515	2038	3947	2038	5515	155	7398	0	0	222	2.94	6420	84.99	211	2.79	545	7.22
Чувашская Республика - Чувашия	Комсомольская	12035	16948	0	8135	3440	5373	3440	8135	196	11379	0	0	219	1.89	10391	89.77	200	1.73	569	4.92
Чувашская Республика - Чувашия	Красноармейская	6756	9000	0	4179	2273	2548	2273	4179	130	6322	0	0	208	3.22	5578	86.45	131	2.03	405	6.28
Чувашская Республика - Чувашия	Красночетайская	7304	10530	0	3954	2647	3929	2647	3954	114	6487	0	0	138	2.09	5693	86.24	136	2.06	520	7.88
Чувашская Республика - Чувашия	Марпосадская	11700	14635	0	5619	3044	5972	3044	5619	160	8503	0	0	276	3.19	7370	85.07	222	2.56	635	7.33
Чувашская Республика - Чувашия	Моргаушская	15916	20550	0	9238	4876	6436	4876	9238	204	13910	0	0	454	3.22	12082	85.60	445	3.15	929	6.58
Чувашская Республика - Чувашия	Новочебоксарская 	71533	95480	0	35816	1934	57730	1933	35816	1038	36711	0	0	2167	5.74	30509	80.82	1385	3.67	2650	7.02
Чувашская Республика - Чувашия	Порецкая	5988	8100	0	2921	2618	2561	2618	2921	96	5443	0	0	94	1.70	5004	90.34	88	1.59	257	4.64
Чувашская Республика - Чувашия	Урмарская	12077	16770	0	6853	2470	7447	2470	6853	182	9141	0	0	221	2.37	8072	86.58	246	2.64	602	6.46
Чувашская Республика - Чувашия	Цивильская	18501	24080	0	10368	3752	9960	3752	10367	279	13840	0	0	595	4.21	11784	83.46	419	2.97	1042	7.38
Чувашская Республика - Чувашия	Чебоксарская	34410	45070	0	18806	5978	20286	5976	18806	556	24226	0	0	1045	4.22	20601	83.13	799	3.22	1781	7.19
Чувашская Республика - Чувашия	Чебоксары, Калининская	99014	111016	0	47319	3719	59978	3710	47275	1295	49690	0	0	3270	6.41	41092	80.60	1895	3.72	3433	6.73
Чувашская Республика - Чувашия	Чебоксары, Ленинская	75755	92256	0	37322	2299	52635	2299	37314	1140	38473	0	0	2641	6.67	31599	79.77	1417	3.58	2816	7.11
Чувашская Республика - Чувашия	Чебоксары, Московская	106821	109713	0	55881	3225	50607	3225	55868	1649	57444	0	0	4585	7.76	46623	78.90	2008	3.40	4228	7.15
Чувашская Республика - Чувашия	Шемуршинская	6172	9510	0	3798	1800	3912	1800	3798	96	5502	0	0	103	1.84	4922	87.92	70	1.25	407	7.27
Чувашская Республика - Чувашия	Шумерлинская	5491	7355	0	3072	1623	2660	1623	3072	110	4585	0	0	104	2.22	4040	86.05	84	1.79	357	7.60
Чувашская Республика - Чувашия	Шумерлинская городская	17738	23500	0	8605	3212	11683	3212	8605	275	11542	0	0	417	3.53	9863	83.46	366	3.10	896	7.58
Чувашская Республика - Чувашия	Ядринская	13198	19100	0	7363	4473	7264	4473	7363	214	11622	0	0	367	3.10	10186	86.06	350	2.96	719	6.07
Чувашская Республика - Чувашия	Яльчикская	8708	10500	0	5803	2779	1918	2779	5803	104	8478	0	0	86	1.00	8016	93.40	102	1.19	274	3.19
Чувашская Республика - Чувашия	Янтиковская	6721	10565	0	4478	1884	4203	1884	4478	108	6254	0	0	129	2.03	5560	87.39	118	1.85	447	7.03
Чукотский автономный округ	Анадырская	5059	5675	332	4202	301	840	633	4202	47	4788	0	0	116	2.40	4388	90.75	173	3.58	111	2.30
Чукотский автономный округ	Анадырская городская	11161	10273	2	7286	2232	753	2234	7283	122	9395	0	0	384	4.03	8473	89.03	325	3.41	213	2.24
Чукотский автономный округ	Билибинская	5599	6235	1343	3475	117	1300	1460	3475	117	4818	0	0	209	4.24	4168	84.46	235	4.76	206	4.17
Чукотский автономный округ	Певекская	4552	4657	1029	3117	141	370	1169	3115	40	4244	0	0	92	2.15	4012	93.65	66	1.54	74	1.73
Чукотский автономный округ	Провиденская	2017	2034	23	1758	154	99	177	1756	17	1916	0	0	24	1.24	1812	93.74	44	2.28	36	1.86
Чукотский автономный округ	Чукотская	2093	2820	37	1908	107	768	144	1908	16	2036	0	0	30	1.46	1944	94.74	38	1.85	24	1.17
Чукотский автономный округ	Эгвекинотская	3025	3380	671	2146	120	443	791	2146	26	2911	0	0	35	1.19	2796	95.20	44	1.50	36	1.23
Ямало-Ненецкий автономный округ	Губкинская городская	23132	22870	0	21037	365	1468	365	20993	181	21177	0	0	445	2.08	19245	90.11	854	3.99	633	2.96
Ямало-Ненецкий автономный округ	Красноселькупская	4624	4674	1100	3022	421	131	1521	3022	38	4505	0	0	82	1.80	4252	93.59	126	2.77	45	0.99
Ямало-Ненецкий автономный округ	Лабытнангская городская	18488	19124	0	14430	2955	1739	2955	14425	171	17209	0	0	158	0.91	16176	93.07	700	4.03	175	1.01
Ямало-Ненецкий автономный округ	Муравленковская городская	20506	22250	0	17749	2363	2138	2363	17708	95	19976	0	0	269	1.34	18195	90.65	834	4.16	678	3.38
Ямало-Ненецкий автономный округ	Надымская	47634	46687	10721	34118	1392	456	12113	34108	199	46022	0	0	457	0.99	43458	94.02	1405	3.04	702	1.52
Ямало-Ненецкий автономный округ	Новоуренгойская городская	64065	68450	0	56990	1678	9782	1678	56927	703	57902	0	0	1242	2.12	52246	89.15	2380	4.06	2034	3.47
Ямало-Ненецкий автономный округ	Ноябрьская городская	67044	72670	0	60515	715	11440	715	60475	381	60809	0	0	941	1.54	54961	89.82	2497	4.08	2410	3.94
Ямало-Ненецкий автономный округ	Приуральская	6006	6080	1154	4157	519	250	1673	4147	47	5773	0	0	54	0.93	5547	95.31	113	1.94	59	1.01
Ямало-Ненецкий автономный округ	Пуровская	39603	39781	10690	26583	845	1663	11524	26581	302	37803	0	0	746	1.96	35848	94.08	827	2.17	382	1.00
Ямало-Ненецкий автономный округ	Салехардская городская	31545	30400	15	28170	735	1480	750	28126	210	28666	0	0	668	2.31	26102	90.39	1037	3.59	859	2.97
Ямало-Ненецкий автономный округ	Тазовская	23694	24223	13313	9163	372	1375	13684	9163	175	22672	0	0	343	1.50	21342	93.41	568	2.49	419	1.83
Ямало-Ненецкий автономный округ	Шурышкарская	5404	5658	412	4279	500	467	912	4270	38	5144	0	0	38	0.73	4930	95.14	104	2.01	72	1.39
Ямало-Ненецкий автономный округ	Ямальская	23721	25050	12496	9798	592	2164	13088	9798	175	22711	0	0	203	0.89	21636	94.54	460	2.01	412	1.80
Ярославская область	Большесельская	5999	6399	0	3252	1934	1213	1934	3252	93	5093	0	0	245	4.72	4222	81.41	360	6.94	266	5.13
Ярославская область	Борисоглебская	8139	9050	0	5138	1536	2376	1536	5138	120	6554	0	0	238	3.57	5610	84.06	291	4.36	415	6.22
Ярославская область	Брейтовская	4026	3900	0	2181	1026	693	1026	2181	46	3161	0	0	154	4.80	2640	82.32	184	5.74	183	5.71
Ярославская область	Гаврилов-Ямская	14612	17130	0	9772	2512	4846	2512	9772	202	12082	0	0	700	5.70	10052	81.83	550	4.48	780	6.35
Ярославская область	Даниловская	14228	16480	0	9337	2675	4468	2673	9337	153	11857	0	0	472	3.93	10086	83.98	528	4.40	771	6.42
Ярославская область	Любимская	6569	8750	0	4246	1427	3077	1427	4246	99	5574	0	0	218	3.84	4738	83.52	251	4.42	367	6.47
Ярославская область	Мышкинская	5836	7540	0	3335	1778	2427	1778	3335	80	5033	0	0	225	4.40	4232	82.77	299	5.85	277	5.42
Ярославская область	Некоузская	7793	9920	0	4613	2365	2942	2365	4613	160	6818	0	0	315	4.51	5640	80.83	429	6.15	434	6.22
Ярославская область	Некрасовская	13072	15324	0	8779	2395	4150	2395	8779	228	10946	0	0	512	4.58	9420	84.30	403	3.61	611	5.47
Ярославская область	Первомайская	6401	7300	0	3785	1752	1763	1752	3785	95	5442	0	0	198	3.58	4708	85.03	264	4.77	272	4.91
Ярославская область	Переславль-Залесская городская	25291	30050	0	16806	1326	11918	1326	16806	401	17731	0	0	1003	5.53	15262	84.17	697	3.84	769	4.24
Ярославская область	Переславская	13330	14250	0	7198	2679	4373	2679	7198	179	9698	0	0	373	3.78	8438	85.43	390	3.95	497	5.03
Ярославская область	Пошехонская	7883	9860	0	4420	2242	3198	2242	4419	119	6542	0	0	264	3.96	5507	82.68	300	4.50	471	7.07
Ярославская область	Ростовская	33893	45840	0	24550	4746	16544	4746	24550	543	28753	0	0	1419	4.84	24471	83.53	1311	4.48	1552	5.30
Ярославская область	Рыбинск, Волжская	59583	61050	0	37359	2104	21587	2104	37356	1073	38387	0	0	3036	7.69	30690	77.77	1902	4.82	2759	6.99
Ярославская область	Рыбинск, Пролетарская	56007	58178	0	37008	2894	18276	2894	36971	988	38877	0	0	3146	7.89	31114	78.05	1917	4.81	2700	6.77
Ярославская область	Рыбинская	16916	21700	0	10534	2710	8456	2710	10533	238	13005	0	0	727	5.49	10830	81.78	644	4.86	804	6.07
Ярославская область	Тутаевская	31490	42024	0	21133	4283	16608	4283	21119	547	24855	0	0	1436	5.65	20729	81.60	1131	4.45	1559	6.14
Ярославская область	Угличская	23998	31870	0	17869	3771	10230	3771	17868	523	21116	0	0	1142	5.28	17899	82.72	877	4.05	1198	5.54
Ярославская область	Ярославль, Дзержинская	97425	117140	0	53784	2585	60771	2584	53718	1399	54903	0	0	4794	8.51	44354	78.78	2426	4.31	3329	5.91
Ярославская область	Ярославль, Заволжская	72295	77900	0	41393	2191	34316	2191	41389	1217	42363	0	0	3608	8.28	34323	78.76	1797	4.12	2635	6.05
Ярославская область	Ярославль, Кировская	29086	34300	0	19060	965	14275	964	19060	804	19220	0	0	2524	12.60	14616	72.99	719	3.59	1361	6.80
Ярославская область	Ярославль, Красноперекопская	38908	40562	0	22446	895	17221	895	22437	583	22749	0	0	2195	9.41	18266	78.29	1049	4.50	1239	5.31
Ярославская область	Ярославль, Ленинская	35606	35661	0	20470	1508	13683	1508	20438	663	21283	0	0	2525	11.51	16420	74.82	947	4.32	1391	6.34
Ярославская область	Ярославль, Фрунзенская	85728	85787	0	45325	2157	38305	2157	45312	1211	46258	0	0	4524	9.53	36861	77.65	2082	4.39	2791	5.88
Ярославская область	Ярославская	43059	47360	0	26493	2343	18524	2343	26493	647	28189	0	0	1944	6.74	23544	81.65	1224	4.24	1477	5.12
город Москва	Академический район	34957	42840	0	13810	1264	27766	1263	13779	979	14063	0	0	2675	17.78	10073	66.97	373	2.48	942	6.26
город Москва	Алексеевский район	26578	31500	0	9821	695	20984	695	9818	908	9605	0	0	1906	18.13	6802	64.70	285	2.71	612	5.82
город Москва	Алтуфьевский район	17349	24000	0	5474	859	17667	859	5468	308	6019	0	0	852	13.47	4598	72.67	175	2.77	394	6.23
город Москва	Бабушкинский район	31892	39550	0	12078	741	26729	741	12014	651	12104	2	0	1527	11.97	9634	75.53	289	2.27	654	5.13
город Москва	Басманный район	42243	43400	0	16686	1130	25584	1130	16663	1305	16488	0	0	1874	10.53	13685	76.91	340	1.91	589	3.31
город Москва	Бескудниковский район 	26777	36100	0	7233	1327	27540	1327	7229	264	8292	0	0	1050	12.27	6681	78.09	189	2.21	372	4.35
город Москва	Бутырский район	23640	27900	0	8446	549	18902	549	8437	501	8485	3	0	1440	16.02	6180	68.77	224	2.49	641	7.13
